country,life_expectancy,alcohol,hepatitisB,measles,bmi,polio,diphtheria,hiv,total_expenditure,gdp,thinness_till19
Luxembourg,80.78125,11.921999999999999,92.375,1.125,47.825,98.0625,98.9375,0.10000000000000002,7.5473333333333334,53257.012740624996,0.9500000000000001
Madagascar,62.74375,0.8200000000000001,63.357142857142854,9576.1875,14.76875,59.9375,61.25,0.525,4.710666666666667,314.04132958124995,7.8687499999999995
Malawi,49.893750000000004,0.9193333333333331,89.57142857142857,7559.4375,16.78125,89.0625,83.625,16.68125,6.658666666666666,237.50404201875,7.11875
Malaysia,73.75625000000001,0.49066666666666675,96.0,1453.125,29.168750000000003,96.375,96.4375,0.10000000000000002,3.7486666666666664,4904.9389918125,8.6125
Maldives,75.5375,1.4073333333333333,97.875,157.875,19.29375,97.875,97.875,0.10000000000000002,8.236666666666668,3818.2969615624997,14.19375
Mali,54.9375,0.438,67.15384615384616,823.3125,17.212500000000002,62.5,67.0,1.8249999999999997,6.522666666666667,530.5121700999999,7.075
Malta,80.36250000000001,7.130000000000001,80.53846153846153,2.1875,66.18125,89.4375,89.3125,0.10000000000000002,8.596666666666666,10114.797943125002,0.7499999999999999
Marshall Islands,,0.01,8.0,0.0,81.6,79.0,79.0,0.1,17.24,3617.7523539999997,0.1
Mauritania,62.8,0.013333333333333334,57.63636363636363,815.9375,22.475,63.0625,60.125,1.1875000000000004,3.935333333333334,635.04960900625,6.48125
Mauritius,72.7125,2.906666666666667,96.1875,54.3125,25.981249999999996,96.5,96.3125,0.10625000000000002,4.524666666666667,5299.579823624998,7.46875
Mexico,75.71874999999999,5.114,94.4375,11.0,51.41875,95.0625,95.0,0.10000000000000002,6.074,5179.33080675,1.7312499999999997
Micronesia (Federated States of),68.2,2.1453333333333333,75.4375,8.75,65.15,82.375,81.875,0.10000000000000002,11.056,,0.2125
Monaco,,0.01,99.0,0.0,,99.0,99.0,0.1,4.3,,
Mongolia,65.8875,2.3539999999999996,97.4375,2079.25,39.793749999999996,97.5625,97.375,0.10000000000000002,5.180666666666667,1984.6880227125002,2.2812499999999996
Montenegro,74.5,2.584285714285713,48.5,0.625,50.487500000000004,84.3,84.5,0.10000000000000002,7.419333333333335,4676.5142774999995,2.1375
Morocco,72.15624999999999,0.5186666666666667,87.25,2593.0,48.61875,96.9375,97.1875,0.10000000000000002,5.442666666666668,1936.3914383750002,6.456249999999999
Mozambique,53.393750000000004,1.2660000000000002,67.86666666666666,4735.0,16.14375,69.0,64.0625,11.3875,5.972666666666666,365.06823808125,3.80625
Myanmar,64.2,0.35133333333333333,65.46153846153847,914.5,17.125,70.6875,72.375,0.47500000000000003,2.0126666666666666,616.18435734375,13.131250000000001
Namibia,60.400000000000006,4.710666666666667,86.33333333333333,722.0625,28.224999999999998,78.5,83.5,13.64375,7.398666666666667,3042.6035070000003,10.699999999999998
Nauru,,0.01,87.0,0.0,87.3,87.0,87.0,0.1,4.65,136.18321,0.1
Nepal,66.48125,0.19,65.38461538461539,4663.5625,15.175000000000004,69.125,73.6875,0.15625,5.889333333333334,395.32846794375007,17.13125
Netherlands,81.13125,8.846666666666666,48.2,251.9375,53.96875,96.8125,96.8125,0.10000000000000002,7.141333333333334,34964.719796875,1.025
New Zealand,81.33749999999999,9.16625,70.1875,94.9375,56.62500000000001,89.125,70.625,0.10000000000000002,8.876000000000001,14775.554806874998,0.3124999999999999
Nicaragua,73.45,3.5966666666666667,91.875,0.0,42.68125,88.1875,91.875,0.22499999999999998,6.730666666666666,957.9039710624999,1.9687500000000002
Niger,56.98125,0.09133333333333335,60.57142857142857,15467.125,16.3625,52.9375,52.3125,1.1624999999999999,6.577333333333332,259.782440975,9.025
Nigeria,51.35625000000001,8.646666666666667,42.90909090909091,51653.9375,19.75,41.3125,39.3125,4.83125,3.7106666666666666,1360.1398774687502,10.418750000000001
Niue,,0.01,99.0,0.0,77.3,99.0,99.0,0.1,7.2,,0.1
Norway,81.79375,6.234375000000001,,6.3125,50.81249999999999,93.0625,87.9375,0.10000000000000002,9.086,27434.946928125,0.7625000000000003
Oman,74.84375,0.5346666666666667,98.8125,10.875,44.78125,98.5,98.75,0.10000000000000002,2.8766666666666665,7621.311126875001,7.024999999999999
Pakistan,64.5,0.026000000000000006,67.3076923076923,3842.3125,18.312499999999996,64.1875,70.875,0.10000000000000002,2.9039999999999995,666.11105159375,15.0875
Palau,,,99.0,0.0,83.3,99.0,99.0,0.1,9.27,1932.1223699999998,0.1
Panama,76.4875,6.212,78.66666666666667,0.25,49.312499999999986,84.6875,80.0,0.12500000000000003,7.722,5417.768890249999,2.0812500000000003
Papua New Guinea,61.68125,0.5806666666666666,57.0,2349.875,40.787499999999994,62.5625,68.375,1.16875,5.462666666666667,758.0976163466668,1.4062500000000002
Paraguay,73.1125,5.527333333333334,82.15384615384616,0.0,39.525,77.9375,89.625,0.1375,6.778666666666665,1983.4043354375003,2.1999999999999997
Peru,73.66250000000001,4.278666666666666,83.6923076923077,0.375,44.86875,82.8125,81.0,0.29374999999999996,4.926666666666667,2928.5435416249998,1.2187499999999998
Philippines,67.57499999999999,4.510666666666666,62.125,7144.6875,19.1875,78.1875,79.125,0.10000000000000002,3.9053333333333335,1397.1361066875002,1.0
Poland,75.65,9.99866666666667,97.375,47.4375,53.73125,96.75,98.75,0.10000000000000002,6.379333333333334,6792.5636004375,2.20625
Portugal,79.99375,12.211333333333334,87.625,7.25,43.631249999999994,96.5,97.0,0.10000000000000002,7.952666666666667,11598.625531249998,0.7187500000000001
Qatar,77.03125,1.0813333333333333,95.0625,96.25,65.65,95.875,89.6875,0.10000000000000002,2.6013333333333337,40748.44410437502,4.956249999999999
Republic of Korea,80.4875,8.855333333333334,95.125,3548.4375,23.243749999999995,91.25,96.0625,0.10000000000000002,5.912,,1.5375000000000005
Republic of Moldova,69.98124999999999,9.545333333333334,95.0,390.875,43.90625,94.9375,72.8125,0.10000000000000002,6.956666666666667,,3.025
Romania,74.05000000000001,8.968666666666667,91.8125,1365.6875,52.24999999999999,94.75,95.0,0.10000000000000002,5.278,4258.9400543125,3.1687499999999997
Russian Federation,67.76249999999999,11.127999999999998,92.33333333333333,1616.4375,53.31875000000001,97.5625,97.125,0.26249999999999996,6.223333333333333,6545.137358999999,2.4437499999999996
Rwanda,59.3125,5.635999999999999,96.0,505.875,14.749999999999998,88.5,89.375,4.425000000000001,6.350666666666666,300.01801709374996,6.6312500000000005
Saint Kitts and Nevis,,8.54,97.0,0.0,5.2,96.0,96.0,0.1,6.14,,3.7
Saint Lucia,73.6,11.511333333333335,89.28571428571429,0.0,39.59374999999999,84.875,83.8125,0.15,6.922666666666666,,4.35
Saint Vincent and the Grenadines,73.475,6.11,93.0,0.0,41.99375,97.875,98.3125,0.28125,4.816000000000002,,3.6625
Samoa,73.61875,2.7039999999999997,54.9375,0.5625,62.90625,57.25,62.9375,0.10000000000000002,5.325333333333333,2121.6206485000002,0.20000000000000004
San Marino,,0.01,69.0,0.0,,69.0,69.0,0.1,6.5,,
Sao Tome and Principe,65.1625,4.191333333333334,83.3076923076923,0.0,20.849999999999998,90.5625,95.125,0.96875,6.586,771.0348342533331,6.6375
Saudi Arabia,73.46875,0.07466666666666667,96.8125,759.3125,55.31250000000001,96.8125,96.875,0.10000000000000002,3.924666666666667,10689.052945812498,7.35625
Senegal,62.56875,0.30933333333333335,86.41666666666667,3248.75,18.443749999999998,75.4375,78.3125,0.53125,4.938,274.61116614375004,8.09375
Serbia,73.95625,8.682666666666668,90.75,73.8125,52.1375,94.625,93.3125,0.10000000000000002,6.198666666666668,3674.5424077625007,2.39375
Seychelles,72.37500000000001,6.201333333333333,98.6875,0.6875,28.40625,98.5,98.5,0.10000000000000002,3.802,6496.302397062499,5.906249999999998
Sierra Leone,46.1125,3.154666666666667,83.44444444444444,673.875,18.306249999999995,71.75,72.125,1.5187499999999998,9.218,271.50556128125004,7.68125
Singapore,81.47500000000001,1.7625000000000002,95.875,85.75,25.906249999999996,96.125,96.1875,0.10000000000000002,3.6880000000000006,32790.105906875004,2.1250000000000004
Slovakia,74.75,10.473333333333333,98.5625,0.25,51.81875000000001,98.4375,98.625,0.10000000000000002,7.3759999999999994,,1.3437500000000002
Slovenia,79.73125,10.754666666666669,,6.0625,52.199999999999996,95.1875,95.0,0.10000000000000002,8.855333333333334,11441.044377499999,1.7687499999999998
Solomon Islands,67.7125,0.8006666666666665,78.625,0.0,39.175,87.75,75.375,0.10000000000000002,6.267333333333334,801.9123831749998,1.24375
Somalia,53.31875,0.01,42.0,5494.0625,18.6875,29.8125,29.3125,0.8375000000000001,,297.47334513333334,7.268750000000001
South Africa,57.49999999999999,7.588666666666666,66.5,1506.0,38.150000000000006,65.3125,70.1875,18.493750000000002,8.306000000000001,4869.4270436874995,9.175
South Sudan,53.875,,31.0,315.75,,44.0,47.0,3.6937499999999996,2.7100000000000004,1092.233630625,
Spain,82.06875,10.024000000000001,92.5,449.875,58.668749999999996,96.75,96.75,0.10000000000000002,8.536666666666665,17093.459736875,0.5999999999999999
Sri Lanka,73.4,2.096,90.61538461538461,1420.4375,17.275,98.375,98.4375,0.10000000000000002,3.771333333333334,1040.110189675,15.325000000000003
Sudan,61.825,1.458,72.36363636363636,3108.0,,72.25,72.375,0.25000000000000006,5.695333333333335,1192.7979534312497,
Suriname,70.08125,4.984,85.27272727272727,0.0,50.15625000000001,78.25,82.5625,0.7625,6.662666666666667,4781.216821937499,3.5125
Swaziland,51.324999999999996,4.463333333333334,76.0,49.125,25.5,89.0,83.75,32.94375,7.308666666666666,2165.0908375000004,6.475
Sweden,82.51875,6.926666666666666,59.2,18.9375,56.24999999999999,98.3125,98.3125,0.10000000000000002,9.932666666666668,29334.990639375,1.3500000000000003
Switzerland,82.33125,10.337999999999997,,397.5,51.43749999999999,95.375,94.5625,0.10000000000000002,6.0873333333333335,57362.874601250005,0.5374999999999999
Syrian Arab Republic,70.85,0.8046666666666666,64.125,295.6875,47.31249999999999,64.8125,48.4375,0.10000000000000002,3.9466666666666663,1087.435773875,6.449999999999999
Tajikistan,66.65625,0.33066666666666666,84.42857142857143,208.1875,33.112500000000004,88.3125,89.25,0.2562499999999999,5.648,335.84172523125017,3.80625
Thailand,73.08125,6.131333333333332,97.0,4311.9375,21.593749999999996,98.3125,98.1875,0.3875,3.757333333333333,3494.781701625,8.54375
The former Yugoslav republic of Macedonia,74.1125,1.8586666666666667,83.54545454545455,74.75,52.90625,95.5,94.875,0.10000000000000002,7.535999999999999,,2.43125
Timor-Leste,64.75625,0.2353333333333333,76.0,85.0625,14.549999999999999,63.214285714285715,64.21428571428571,0.10000000000000002,1.646666666666667,551.7106493125001,10.524999999999999
Togo,56.66250000000001,0.9473333333333332,76.625,532.5,17.993750000000006,67.1875,74.3125,3.8625000000000003,5.243333333333334,317.20409206875007,7.86875
Tonga,72.53124999999999,1.1673333333333331,75.5,0.25,62.94375,76.875,70.3125,0.10000000000000002,5.2059999999999995,1981.5551861874999,0.10000000000000002
Trinidad and Tobago,71.06875,6.044666666666666,54.92857142857143,0.0,37.73125,76.4375,66.5,0.625,5.199333333333334,7741.748090062502,6.1375
Tunisia,74.35625000000002,1.3106666666666666,96.75,33.1875,48.25625,97.6875,97.6875,0.10000000000000002,6.052666666666667,3044.081488375,6.406249999999999
Turkey,73.9125,1.4213333333333331,87.0625,5272.9375,56.412499999999994,80.8125,80.75,0.10000000000000002,5.617999999999999,3983.9177217499996,5.0125
Turkmenistan,64.61874999999999,2.6546666666666665,97.28571428571429,15.125,38.11875,95.5625,96.375,0.10000000000000002,2.828666666666666,2511.6115398624997,3.3375
Tuvalu,,0.01,9.0,0.0,79.3,9.0,9.0,0.1,16.61,3542.13589,0.2
Uganda,55.70625,8.050666666666666,63.42857142857143,12394.625,15.525,65.4375,64.875,7.65,8.542000000000002,421.04849634374995,6.2625
Ukraine,69.9375,7.3693333333333335,54.625,5395.1875,50.893750000000004,81.4375,70.0,0.5375,6.777333333333333,1577.293328625,2.5749999999999997
United Arab Emirates,75.7,1.75,93.875,75.625,53.80625,95.0625,94.625,0.10000000000000002,3.0366666666666666,22110.366986250003,5.18125
United Kingdom of Great Britain and Northern Ireland,80.79375,11.13125,,715.75,55.3875,92.875,92.875,0.10000000000000002,8.533999999999999,,0.7499999999999998
United Republic of Tanzania,56.00625000000001,3.5826666666666664,73.5,3348.5625,17.318749999999998,83.375,74.6875,7.2749999999999995,4.701333333333334,,7.425000000000001
United States of America,78.06250000000001,8.579333333333333,81.375,130.625,58.449999999999996,82.125,95.125,0.10000000000000002,15.863333333333333,,0.7312500000000002
Uruguay,76.075,6.172666666666667,94.3125,0.0,52.925000000000004,94.25,89.125,0.10000000000000002,8.75,7192.5848745,1.5999999999999999
Uzbekistan,68.03125,1.608666666666667,95.64285714285714,208.4375,34.80624999999999,98.5625,98.4375,0.20625,5.638000000000001,651.0923589312499,3.14375
Vanuatu,71.38749999999999,0.8066666666666665,56.125,20.875,44.256249999999994,66.1875,59.0625,0.10000000000000002,3.9286666666666665,2000.2455181250002,1.56875
Venezuela (Bolivarian Republic of),73.3875,7.419999999999999,66.25,165.0,54.4875,74.6875,68.5,0.10000000000000002,4.998666666666666,,1.65
